Time,Temperature (°C),Heat Flow (Normalized)(W/g),Label
17.0933,64.624,-0.58326,PDN15
17.095,64.631,-0.583306,PDN15
17.0967,64.64,-0.583355,PDN15
17.0983,64.649,-0.583418,PDN15
17.1,64.658,-0.583471,PDN15
17.1017,64.666,-0.583541,PDN15
17.1033,64.674,-0.583624,PDN15
17.105,64.681,-0.583748,PDN15
17.1067,64.689,-0.583881,PDN15
17.1083,64.698,-0.584022,PDN15
17.11,64.707,-0.584074,PDN15
17.1117,64.716,-0.584123,PDN15
17.1133,64.724,-0.584173,PDN15
17.115,64.733,-0.584222,PDN15
17.1167,64.74,-0.584272,PDN15
17.1183,64.749,-0.584321,PDN15
17.12,64.757,-0.584377,PDN15
17.1217,64.765,-0.584431,PDN15
17.1233,64.774,-0.584551,PDN15
17.125,64.781,-0.584718,PDN15
17.1267,64.79,-0.584901,PDN15
17.1283,64.799,-0.58515,PDN15
17.13,64.807,-0.585366,PDN15
17.1317,64.815,-0.585541,PDN15
17.1333,64.823,-0.585629,PDN15
17.135,64.831,-0.585681,PDN15
17.1367,64.84,-0.585731,PDN15
17.1383,64.849,-0.585781,PDN15
17.14,64.857,-0.585832,PDN15
17.1417,64.865,-0.58589,PDN15
17.1433,64.873,-0.585963,PDN15
17.145,64.881,-0.586013,PDN15
17.1467,64.89,-0.586062,PDN15
17.1483,64.898,-0.586137,PDN15
17.15,64.907,-0.586202,PDN15
17.1517,64.916,-0.586266,PDN15
17.1533,64.923,-0.586325,PDN15
17.155,64.932,-0.586373,PDN15
17.1567,64.939,-0.586423,PDN15
17.1583,64.948,-0.586473,PDN15
17.16,64.956,-0.586523,PDN15
17.1617,64.964,-0.586572,PDN15
17.1633,64.973,-0.586616,PDN15
17.165,64.981,-0.586655,PDN15
17.1667,64.99,-0.586693,PDN15
17.1683,64.998,-0.58673,PDN15
17.17,65.007,-0.586766,PDN15
17.1717,65.015,-0.586804,PDN15
17.1733,65.023,-0.586846,PDN15
17.175,65.031,-0.586891,PDN15
17.1767,65.04,-0.586937,PDN15
17.1783,65.047,-0.586986,PDN15
17.18,65.057,-0.587056,PDN15
17.1817,65.064,-0.587103,PDN15
17.1833,65.073,-0.58715,PDN15
17.185,65.082,-0.58721,PDN15
17.1867,65.09,-0.587303,PDN15
17.1883,65.098,-0.587354,PDN15
17.19,65.107,-0.587404,PDN15
17.1917,65.114,-0.587495,PDN15
17.1933,65.122,-0.587585,PDN15
17.195,65.131,-0.587658,PDN15
17.1967,65.138,-0.587756,PDN15
17.1983,65.148,-0.587857,PDN15
17.2,65.156,-0.587943,PDN15
17.2017,65.165,-0.587993,PDN15
17.2033,65.172,-0.588041,PDN15
17.205,65.18,-0.588087,PDN15
17.2067,65.189,-0.588132,PDN15
17.2083,65.197,-0.588178,PDN15
17.21,65.206,-0.588245,PDN15
17.2117,65.215,-0.588333,PDN15
17.2133,65.223,-0.588409,PDN15
17.215,65.231,-0.588501,PDN15
17.2167,65.238,-0.588597,PDN15
17.2183,65.247,-0.588746,PDN15
17.22,65.256,-0.588862,PDN15
17.2217,65.264,-0.588948,PDN15
17.2233,65.272,-0.588997,PDN15
17.225,65.28,-0.589044,PDN15
17.2267,65.288,-0.589091,PDN15
17.2283,65.298,-0.58914,PDN15
17.23,65.305,-0.589188,PDN15
17.2317,65.313,-0.589235,PDN15
17.2333,65.321,-0.589283,PDN15
17.235,65.33,-0.589331,PDN15
17.2367,65.339,-0.589379,PDN15
17.2383,65.347,-0.58943,PDN15
17.24,65.355,-0.58948,PDN15
17.2417,65.364,-0.589529,PDN15
17.2433,65.372,-0.589576,PDN15
17.245,65.381,-0.589621,PDN15
17.2467,65.389,-0.589669,PDN15
17.2483,65.397,-0.589718,PDN15
17.25,65.405,-0.589768,PDN15
17.2517,65.414,-0.589818,PDN15
17.2533,65.422,-0.589869,PDN15
17.255,65.43,-0.589964,PDN15
17.2567,65.438,-0.59008,PDN15
17.2583,65.446,-0.590233,PDN15
17.26,65.455,-0.590378,PDN15
17.2617,65.464,-0.590498,PDN15
17.2633,65.472,-0.590616,PDN15
17.265,65.48,-0.590751,PDN15
17.2667,65.488,-0.590865,PDN15
17.2683,65.497,-0.59096,PDN15
17.27,65.506,-0.591021,PDN15
17.2717,65.515,-0.591083,PDN15
17.2733,65.522,-0.591133,PDN15
17.275,65.531,-0.591203,PDN15
17.2767,65.539,-0.591251,PDN15
17.2783,65.547,-0.591298,PDN15
17.28,65.555,-0.591344,PDN15
17.2817,65.565,-0.591393,PDN15
17.2833,65.572,-0.591444,PDN15
17.285,65.58,-0.591494,PDN15
17.2867,65.588,-0.591542,PDN15
17.2883,65.597,-0.591591,PDN15
17.29,65.605,-0.59164,PDN15
17.2917,65.613,-0.591689,PDN15
17.2933,65.622,-0.591738,PDN15
17.295,65.63,-0.591786,PDN15
17.2967,65.638,-0.591835,PDN15
17.2983,65.647,-0.591883,PDN15
17.3,65.655,-0.591955,PDN15
17.3017,65.664,-0.592074,PDN15
17.3033,65.673,-0.592262,PDN15
17.305,65.68,-0.592491,PDN15
17.3067,65.689,-0.592631,PDN15
17.3083,65.697,-0.592738,PDN15
17.31,65.706,-0.592789,PDN15
17.3117,65.714,-0.592838,PDN15
17.3133,65.721,-0.592889,PDN15
17.315,65.731,-0.592936,PDN15
17.3167,65.738,-0.592985,PDN15
17.3183,65.747,-0.593034,PDN15
17.32,65.756,-0.593084,PDN15
17.3217,65.764,-0.593158,PDN15
17.3233,65.772,-0.593239,PDN15
17.325,65.78,-0.593359,PDN15
17.3267,65.788,-0.593436,PDN15
17.3283,65.797,-0.593488,PDN15
17.33,65.805,-0.593537,PDN15
17.3317,65.813,-0.593594,PDN15
17.3333,65.821,-0.593654,PDN15
17.335,65.83,-0.593703,PDN15
17.3367,65.838,-0.593755,PDN15
17.3383,65.846,-0.593804,PDN15
17.34,65.856,-0.593852,PDN15
17.3417,65.864,-0.593901,PDN15
17.3433,65.871,-0.593949,PDN15
17.345,65.879,-0.593998,PDN15
17.3467,65.888,-0.594046,PDN15
17.3483,65.896,-0.594093,PDN15
17.35,65.904,-0.594138,PDN15
17.3517,65.913,-0.594185,PDN15
17.3533,65.921,-0.594236,PDN15
17.355,65.93,-0.594313,PDN15
17.3567,65.937,-0.594378,PDN15
17.3583,65.946,-0.594451,PDN15
17.36,65.955,-0.594579,PDN15
17.3617,65.963,-0.59471,PDN15
17.3633,65.972,-0.594834,PDN15
17.365,65.979,-0.594935,PDN15
17.3667,65.988,-0.594987,PDN15
17.3683,65.996,-0.595056,PDN15
17.37,66.005,-0.595105,PDN15
17.3717,66.013,-0.595155,PDN15
17.3733,66.022,-0.595204,PDN15
17.375,66.028,-0.595254,PDN15
17.3767,66.038,-0.595303,PDN15
17.3783,66.046,-0.595352,PDN15
17.38,66.054,-0.595403,PDN15
17.3817,66.062,-0.595467,PDN15
17.3833,66.07,-0.595581,PDN15
17.385,66.078,-0.595714,PDN15
17.3867,66.089,-0.595804,PDN15
17.3883,66.097,-0.595891,PDN15
17.39,66.104,-0.595958,PDN15
17.3917,66.112,-0.596038,PDN15
17.3933,66.122,-0.596113,PDN15
17.395,66.129,-0.596166,PDN15
17.3967,66.138,-0.596219,PDN15
17.3983,66.145,-0.596268,PDN15
17.4,66.154,-0.596317,PDN15
17.4017,66.162,-0.596369,PDN15
17.4033,66.171,-0.596428,PDN15
17.405,66.179,-0.596505,PDN15
17.4067,66.188,-0.596568,PDN15
17.4083,66.196,-0.596621,PDN15
17.41,66.204,-0.596674,PDN15
17.4117,66.212,-0.596726,PDN15
17.4133,66.22,-0.596777,PDN15
17.415,66.229,-0.59683,PDN15
17.4167,66.237,-0.596881,PDN15
17.4183,66.246,-0.596933,PDN15
17.42,66.254,-0.596986,PDN15
17.4217,66.261,-0.597051,PDN15
17.4233,66.27,-0.597164,PDN15
17.425,66.279,-0.597304,PDN15
17.4267,66.286,-0.59744,PDN15
17.4283,66.295,-0.597579,PDN15
17.43,66.303,-0.597665,PDN15
17.4317,66.312,-0.597718,PDN15
17.4333,66.32,-0.597768,PDN15
17.435,66.329,-0.597812,PDN15
17.4367,66.337,-0.597854,PDN15
17.4383,66.345,-0.597893,PDN15
17.44,66.354,-0.597935,PDN15
17.4417,66.362,-0.597983,PDN15
17.4433,66.37,-0.598032,PDN15
17.445,66.379,-0.598086,PDN15
17.4467,66.388,-0.598144,PDN15
17.4483,66.395,-0.598247,PDN15
17.45,66.403,-0.598356,PDN15
17.4517,66.413,-0.598447,PDN15
17.4533,66.421,-0.598532,PDN15
17.455,66.429,-0.598582,PDN15
17.4567,66.437,-0.598633,PDN15
17.4583,66.444,-0.598683,PDN15
17.46,66.454,-0.598736,PDN15
17.4617,66.461,-0.598788,PDN15
17.4633,66.47,-0.598841,PDN15
17.465,66.479,-0.598892,PDN15
17.4667,66.486,-0.598943,PDN15
17.4683,66.495,-0.598991,PDN15
17.47,66.503,-0.599041,PDN15
17.4717,66.512,-0.599089,PDN15
17.4733,66.52,-0.599135,PDN15
17.475,66.529,-0.599185,PDN15
17.4767,66.537,-0.599238,PDN15
17.4783,66.544,-0.5993,PDN15
17.48,66.554,-0.599352,PDN15
17.4817,66.562,-0.599405,PDN15
17.4833,66.57,-0.599459,PDN15
17.485,66.579,-0.599528,PDN15
17.4867,66.587,-0.599608,PDN15
17.4883,66.595,-0.599672,PDN15
17.49,66.604,-0.599752,PDN15
17.4917,66.611,-0.599891,PDN15
17.4933,66.62,-0.600042,PDN15
17.495,66.628,-0.600221,PDN15
17.4967,66.637,-0.600516,PDN15
17.4983,66.644,-0.600719,PDN15
17.5,66.653,-0.600871,PDN15
17.5017,66.661,-0.600984,PDN15
17.5033,66.67,-0.601049,PDN15
17.505,66.677,-0.601099,PDN15
17.5067,66.686,-0.601176,PDN15
17.5083,66.694,-0.601219,PDN15
17.51,66.703,-0.601268,PDN15
17.5117,66.711,-0.601323,PDN15
17.5133,66.719,-0.601389,PDN15
17.515,66.727,-0.601436,PDN15
17.5167,66.736,-0.601487,PDN15
17.5183,66.744,-0.601538,PDN15
17.52,66.752,-0.601589,PDN15
17.5217,66.761,-0.601639,PDN15
17.5233,66.77,-0.601699,PDN15
17.525,66.777,-0.601771,PDN15
17.5267,66.785,-0.601823,PDN15
17.5283,66.795,-0.601878,PDN15
17.53,66.802,-0.60194,PDN15
17.5317,66.811,-0.602031,PDN15
17.5333,66.819,-0.602102,PDN15
17.535,66.827,-0.602183,PDN15
17.5367,66.836,-0.602244,PDN15
17.5383,66.844,-0.602297,PDN15
17.54,66.852,-0.602346,PDN15
17.5417,66.86,-0.602395,PDN15
17.5433,66.869,-0.602459,PDN15
17.545,66.877,-0.602507,PDN15
17.5467,66.885,-0.602552,PDN15
17.5483,66.893,-0.602596,PDN15
17.55,66.902,-0.602645,PDN15
17.5517,66.91,-0.602733,PDN15
17.5533,66.919,-0.60286,PDN15
17.555,66.927,-0.603039,PDN15
17.5567,66.935,-0.603174,PDN15
17.5583,66.944,-0.603365,PDN15
17.56,66.952,-0.603562,PDN15
17.5617,66.96,-0.603672,PDN15
17.5633,66.969,-0.603753,PDN15
17.565,66.977,-0.603803,PDN15
17.5667,66.986,-0.60385,PDN15
17.5683,66.993,-0.603898,PDN15
17.57,67.002,-0.603945,PDN15
17.5717,67.01,-0.603992,PDN15
17.5733,67.02,-0.60404,PDN15
17.575,67.027,-0.604085,PDN15
17.5767,67.035,-0.604133,PDN15
17.5783,67.043,-0.604183,PDN15
17.58,67.052,-0.604229,PDN15
17.5817,67.061,-0.604275,PDN15
17.5833,67.068,-0.604325,PDN15
17.585,67.077,-0.604391,PDN15
17.5867,67.085,-0.604445,PDN15
17.5883,67.093,-0.604522,PDN15
17.59,67.102,-0.604609,PDN15
17.5917,67.111,-0.604687,PDN15
17.5933,67.119,-0.60476,PDN15
17.595,67.126,-0.604817,PDN15
17.5967,67.135,-0.60488,PDN15
17.5983,67.143,-0.604931,PDN15
17.6,67.152,-0.604981,PDN15
17.6017,67.16,-0.605031,PDN15
17.6033,67.168,-0.605082,PDN15
17.605,67.177,-0.605153,PDN15
17.6067,67.186,-0.605313,PDN15
17.6083,67.193,-0.605565,PDN15
17.61,67.201,-0.605744,PDN15
17.6117,67.209,-0.605899,PDN15
17.6133,67.219,-0.606055,PDN15
17.615,67.228,-0.606325,PDN15
17.6167,67.234,-0.606466,PDN15
17.6183,67.243,-0.606575,PDN15
17.62,67.252,-0.606625,PDN15
17.6217,67.26,-0.606709,PDN15
17.6233,67.267,-0.606755,PDN15
17.625,67.277,-0.606793,PDN15
17.6267,67.284,-0.606835,PDN15
17.6283,67.293,-0.606877,PDN15
17.63,67.301,-0.60692,PDN15
17.6317,67.309,-0.606963,PDN15
17.6333,67.318,-0.607032,PDN15
17.635,67.326,-0.607123,PDN15
17.6367,67.335,-0.607226,PDN15
17.6383,67.342,-0.607367,PDN15
17.64,67.351,-0.607487,PDN15
17.6417,67.36,-0.607553,PDN15
17.6433,67.368,-0.6076,PDN15
17.645,67.376,-0.607645,PDN15
17.6467,67.384,-0.607692,PDN15
17.6483,67.393,-0.607737,PDN15
17.65,67.401,-0.607783,PDN15
17.6517,67.41,-0.607829,PDN15
17.6533,67.417,-0.607875,PDN15
17.655,67.426,-0.607921,PDN15
17.6567,67.435,-0.607965,PDN15
17.6583,67.443,-0.608011,PDN15
17.66,67.451,-0.608059,PDN15
17.6617,67.46,-0.608108,PDN15
17.6633,67.469,-0.608187,PDN15
17.665,67.476,-0.608364,PDN15
17.6667,67.485,-0.608527,PDN15
17.6683,67.493,-0.608697,PDN15
17.67,67.502,-0.608862,PDN15
17.6717,67.51,-0.608971,PDN15
17.6733,67.518,-0.609048,PDN15
17.675,67.526,-0.609097,PDN15
17.6767,67.533,-0.609143,PDN15
17.6783,67.542,-0.60919,PDN15
17.68,67.551,-0.609272,PDN15
17.6817,67.559,-0.609339,PDN15
17.6833,67.568,-0.609393,PDN15
17.685,67.576,-0.609441,PDN15
17.6867,67.585,-0.609514,PDN15
17.6883,67.593,-0.609564,PDN15
17.69,67.601,-0.609613,PDN15
17.6917,67.61,-0.609658,PDN15
17.6933,67.618,-0.609707,PDN15
17.695,67.627,-0.609757,PDN15
17.6967,67.635,-0.609847,PDN15
17.6983,67.643,-0.609997,PDN15
17.7,67.652,-0.610159,PDN15
17.7017,67.66,-0.610311,PDN15
17.7033,67.668,-0.61042,PDN15
17.705,67.676,-0.610487,PDN15
17.7067,67.685,-0.610537,PDN15
17.7083,67.693,-0.610586,PDN15
17.71,67.702,-0.610635,PDN15
17.7117,67.71,-0.610683,PDN15
17.7133,67.719,-0.610738,PDN15
17.715,67.727,-0.610813,PDN15
17.7167,67.734,-0.610909,PDN15
17.7183,67.744,-0.610999,PDN15
17.72,67.752,-0.61114,PDN15
17.7217,67.76,-0.611269,PDN15
17.7233,67.768,-0.611375,PDN15
17.725,67.777,-0.611426,PDN15
17.7267,67.784,-0.611474,PDN15
17.7283,67.793,-0.611522,PDN15
17.73,67.801,-0.611569,PDN15
17.7317,67.81,-0.611619,PDN15
17.7333,67.818,-0.611668,PDN15
17.735,67.825,-0.611717,PDN15
17.7367,67.835,-0.611768,PDN15
17.7383,67.843,-0.611824,PDN15
17.74,67.851,-0.611902,PDN15
17.7417,67.859,-0.611994,PDN15
17.7433,67.868,-0.612093,PDN15
17.745,67.876,-0.612148,PDN15
17.7467,67.884,-0.612198,PDN15
17.7483,67.893,-0.612249,PDN15
17.75,67.901,-0.612302,PDN15
17.7517,67.909,-0.612403,PDN15
17.7533,67.918,-0.612506,PDN15
17.755,67.927,-0.612582,PDN15
17.7567,67.935,-0.612671,PDN15
17.7583,67.943,-0.61275,PDN15
17.76,67.951,-0.612807,PDN15
17.7617,67.959,-0.61286,PDN15
17.7633,67.967,-0.612944,PDN15
17.765,67.976,-0.612993,PDN15
17.7667,67.984,-0.613041,PDN15
17.7683,67.991,-0.61309,PDN15
17.77,68.001,-0.613141,PDN15
17.7717,68.008,-0.613211,PDN15
17.7733,68.017,-0.613264,PDN15
17.775,68.025,-0.613317,PDN15
17.7767,68.034,-0.613411,PDN15
17.7783,68.043,-0.613521,PDN15
17.78,68.05,-0.613587,PDN15
17.7817,68.059,-0.613654,PDN15
17.7833,68.067,-0.613708,PDN15
17.785,68.077,-0.613771,PDN15
17.7867,68.084,-0.613825,PDN15
17.7883,68.093,-0.613891,PDN15
17.79,68.101,-0.613999,PDN15
17.7917,68.109,-0.614054,PDN15
17.7933,68.117,-0.614104,PDN15
17.795,68.125,-0.614153,PDN15
17.7967,68.134,-0.614217,PDN15
17.7983,68.143,-0.614263,PDN15
17.8,68.151,-0.614306,PDN15
17.8017,68.159,-0.614347,PDN15
17.8033,68.168,-0.614388,PDN15
17.805,68.175,-0.614432,PDN15
17.8067,68.184,-0.614484,PDN15
17.8083,68.191,-0.614573,PDN15
17.81,68.199,-0.614672,PDN15
17.8117,68.208,-0.614779,PDN15
17.8133,68.216,-0.614935,PDN15
17.815,68.225,-0.615047,PDN15
17.8167,68.233,-0.615234,PDN15
17.8183,68.242,-0.61533,PDN15
17.82,68.25,-0.615411,PDN15
17.8217,68.258,-0.615485,PDN15
17.8233,68.266,-0.615537,PDN15
17.825,68.275,-0.61559,PDN15
17.8267,68.283,-0.615643,PDN15
17.8283,68.291,-0.615694,PDN15
17.83,68.3,-0.615747,PDN15
17.8317,68.308,-0.615798,PDN15
17.8333,68.316,-0.615849,PDN15
17.835,68.324,-0.615903,PDN15
17.8367,68.333,-0.615958,PDN15
17.8383,68.342,-0.616012,PDN15
17.84,68.35,-0.616072,PDN15
17.8417,68.358,-0.616125,PDN15
17.8433,68.366,-0.616179,PDN15
17.845,68.375,-0.616232,PDN15
17.8467,68.383,-0.616287,PDN15
17.8483,68.392,-0.616353,PDN15
17.85,68.401,-0.616438,PDN15
17.8517,68.408,-0.616538,PDN15
17.8533,68.417,-0.616651,PDN15
17.855,68.425,-0.616788,PDN15
17.8567,68.433,-0.616893,PDN15
17.8583,68.441,-0.616989,PDN15
17.86,68.45,-0.617077,PDN15
17.8617,68.458,-0.617188,PDN15
17.8633,68.466,-0.617297,PDN15
17.865,68.475,-0.617443,PDN15
17.8667,68.483,-0.617517,PDN15
17.8683,68.491,-0.617587,PDN15
17.87,68.5,-0.617667,PDN15
17.8717,68.507,-0.617711,PDN15
17.8733,68.516,-0.617754,PDN15
17.875,68.525,-0.617797,PDN15
17.8767,68.533,-0.61784,PDN15
17.8783,68.541,-0.617882,PDN15
17.88,68.55,-0.617928,PDN15
17.8817,68.558,-0.617981,PDN15
17.8833,68.566,-0.618179,PDN15
17.885,68.575,-0.618406,PDN15
17.8867,68.583,-0.618601,PDN15
17.8883,68.591,-0.618654,PDN15
17.89,68.6,-0.618704,PDN15
17.8917,68.607,-0.618767,PDN15
17.8933,68.615,-0.618816,PDN15
17.895,68.624,-0.618861,PDN15
17.8967,68.632,-0.618916,PDN15
17.8983,68.641,-0.618964,PDN15
17.9,68.649,-0.619016,PDN15
17.9017,68.657,-0.619178,PDN15
17.9033,68.666,-0.619373,PDN15
17.905,68.675,-0.619591,PDN15
17.9067,68.682,-0.61977,PDN15
17.9083,68.691,-0.619855,PDN15
17.91,68.699,-0.619923,PDN15
17.9117,68.708,-0.620029,PDN15
17.9133,68.716,-0.620108,PDN15
17.915,68.723,-0.620187,PDN15
17.9167,68.732,-0.620278,PDN15
17.9183,68.741,-0.620328,PDN15
17.92,68.748,-0.620377,PDN15
17.9217,68.758,-0.620427,PDN15
17.9233,68.766,-0.620479,PDN15
17.925,68.774,-0.62053,PDN15
17.9267,68.782,-0.620577,PDN15
17.9283,68.791,-0.620636,PDN15
17.93,68.799,-0.620684,PDN15
17.9317,68.807,-0.620734,PDN15
17.9333,68.815,-0.620795,PDN15
17.935,68.824,-0.620865,PDN15
17.9367,68.832,-0.620915,PDN15
17.9383,68.841,-0.620965,PDN15
17.94,68.849,-0.621045,PDN15
17.9417,68.857,-0.621158,PDN15
17.9433,68.866,-0.621292,PDN15
17.945,68.874,-0.621422,PDN15
17.9467,68.882,-0.62154,PDN15
17.9483,68.89,-0.621658,PDN15
17.95,68.899,-0.621813,PDN15
17.9517,68.907,-0.621958,PDN15
17.9533,68.915,-0.622092,PDN15
17.955,68.925,-0.622144,PDN15
17.9567,68.933,-0.622202,PDN15
17.9583,68.94,-0.622268,PDN15
17.96,68.948,-0.622389,PDN15
17.9617,68.958,-0.622477,PDN15
17.9633,68.966,-0.622529,PDN15
17.965,68.974,-0.622576,PDN15
17.9667,68.983,-0.622619,PDN15
17.9683,68.991,-0.622672,PDN15
17.97,68.999,-0.622717,PDN15
17.9717,69.007,-0.622768,PDN15
17.9733,69.014,-0.622811,PDN15
17.975,69.024,-0.622861,PDN15
17.9767,69.032,-0.622912,PDN15
17.9783,69.041,-0.623041,PDN15
17.98,69.049,-0.623196,PDN15
17.9817,69.057,-0.623321,PDN15
17.9833,69.065,-0.62344,PDN15
17.985,69.074,-0.623545,PDN15
17.9867,69.083,-0.623592,PDN15
17.9883,69.089,-0.623655,PDN15
17.99,69.099,-0.623715,PDN15
17.9917,69.107,-0.623774,PDN15
17.9933,69.116,-0.62382,PDN15
17.995,69.124,-0.62387,PDN15
17.9967,69.132,-0.623923,PDN15
17.9983,69.141,-0.624029,PDN15
18,69.149,-0.624191,PDN15
18.0017,69.157,-0.624452,PDN15
18.0033,69.166,-0.62464,PDN15
18.005,69.173,-0.624725,PDN15
18.0067,69.182,-0.624774,PDN15
18.0083,69.189,-0.624823,PDN15
18.01,69.199,-0.624871,PDN15
18.0117,69.206,-0.624921,PDN15
18.0133,69.215,-0.624974,PDN15
18.015,69.223,-0.625023,PDN15
18.0167,69.231,-0.625071,PDN15
18.0183,69.241,-0.625145,PDN15
18.02,69.248,-0.625202,PDN15
18.0217,69.257,-0.625268,PDN15
18.0233,69.264,-0.625319,PDN15
18.025,69.272,-0.625368,PDN15
18.0267,69.282,-0.625416,PDN15
18.0283,69.29,-0.625459,PDN15
18.03,69.297,-0.625505,PDN15
18.0317,69.306,-0.625552,PDN15
18.0333,69.315,-0.625598,PDN15
18.035,69.323,-0.625645,PDN15
18.0367,69.332,-0.625692,PDN15
18.0383,69.34,-0.625741,PDN15
18.04,69.348,-0.62579,PDN15
18.0417,69.356,-0.625853,PDN15
18.0433,69.365,-0.625922,PDN15
18.045,69.373,-0.626026,PDN15
18.0467,69.381,-0.626113,PDN15
18.0483,69.39,-0.626166,PDN15
18.05,69.398,-0.626216,PDN15
18.0517,69.406,-0.626269,PDN15
18.0533,69.414,-0.626329,PDN15
18.055,69.421,-0.626385,PDN15
18.0567,69.431,-0.626454,PDN15
18.0583,69.439,-0.626517,PDN15
18.06,69.447,-0.626583,PDN15
18.0617,69.456,-0.626647,PDN15
18.0633,69.464,-0.626708,PDN15
18.065,69.472,-0.626789,PDN15
18.0667,69.481,-0.626886,PDN15
18.0683,69.49,-0.627039,PDN15
18.07,69.498,-0.627188,PDN15
18.0717,69.506,-0.627288,PDN15
18.0733,69.515,-0.627366,PDN15
18.075,69.522,-0.627424,PDN15
18.0767,69.531,-0.627475,PDN15
18.0783,69.54,-0.627524,PDN15
18.08,69.547,-0.627568,PDN15
18.0817,69.556,-0.627619,PDN15
18.0833,69.565,-0.627666,PDN15
18.085,69.573,-0.627716,PDN15
18.0867,69.581,-0.627766,PDN15
18.0883,69.589,-0.627816,PDN15
18.09,69.598,-0.627866,PDN15
18.0917,69.606,-0.627917,PDN15
18.0933,69.614,-0.627967,PDN15
18.095,69.623,-0.628019,PDN15
18.0967,69.631,-0.628123,PDN15
18.0983,69.64,-0.628232,PDN15
18.1,69.647,-0.628336,PDN15
18.1017,69.656,-0.62841,PDN15
18.1033,69.664,-0.628519,PDN15
18.105,69.672,-0.628629,PDN15
18.1067,69.68,-0.6287,PDN15
18.1083,69.69,-0.628751,PDN15
18.11,69.697,-0.6288,PDN15
18.1117,69.706,-0.628849,PDN15
18.1133,69.714,-0.628908,PDN15
18.115,69.722,-0.628963,PDN15
18.1167,69.731,-0.629015,PDN15
18.1183,69.739,-0.629067,PDN15
18.12,69.746,-0.629144,PDN15
18.1217,69.756,-0.629216,PDN15
18.1233,69.765,-0.629292,PDN15
18.125,69.772,-0.629388,PDN15
18.1267,69.781,-0.629472,PDN15
18.1283,69.788,-0.629582,PDN15
18.13,69.798,-0.629686,PDN15
18.1317,69.805,-0.629739,PDN15
18.1333,69.814,-0.629823,PDN15
18.135,69.823,-0.629876,PDN15
18.1367,69.83,-0.629935,PDN15
18.1383,69.839,-0.630012,PDN15
18.14,69.846,-0.630088,PDN15
18.1417,69.855,-0.63018,PDN15
18.1433,69.863,-0.630241,PDN15
18.145,69.873,-0.630295,PDN15
18.1467,69.881,-0.63035,PDN15
18.1483,69.888,-0.630403,PDN15
18.15,69.897,-0.630455,PDN15
18.1517,69.905,-0.630499,PDN15
18.1533,69.913,-0.63054,PDN15
18.155,69.922,-0.630586,PDN15
18.1567,69.93,-0.630637,PDN15
18.1583,69.938,-0.63069,PDN15
18.16,69.946,-0.630809,PDN15
18.1617,69.956,-0.630956,PDN15
18.1633,69.963,-0.631172,PDN15
18.165,69.972,-0.631384,PDN15
18.1667,69.981,-0.631552,PDN15
18.1683,69.989,-0.63167,PDN15
18.17,69.996,-0.631758,PDN15
18.1717,70.005,-0.63181,PDN15
18.1733,70.013,-0.63186,PDN15
18.175,70.022,-0.631911,PDN15
18.1767,70.03,-0.631973,PDN15
18.1783,70.038,-0.632063,PDN15
18.18,70.046,-0.632148,PDN15
18.1817,70.054,-0.632238,PDN15
18.1833,70.063,-0.632336,PDN15
18.185,70.071,-0.632411,PDN15
18.1867,70.08,-0.632482,PDN15
18.1883,70.087,-0.632543,PDN15
18.19,70.096,-0.632594,PDN15
18.1917,70.104,-0.632643,PDN15
18.1933,70.113,-0.632692,PDN15
18.195,70.121,-0.63274,PDN15
18.1967,70.129,-0.632791,PDN15
18.1983,70.138,-0.632844,PDN15
18.2,70.146,-0.632902,PDN15
18.2017,70.155,-0.632996,PDN15
18.2033,70.162,-0.63308,PDN15
18.205,70.17,-0.633135,PDN15
18.2067,70.179,-0.633192,PDN15
18.2083,70.187,-0.633246,PDN15
18.21,70.197,-0.633309,PDN15
18.2117,70.204,-0.633362,PDN15
18.2133,70.213,-0.633448,PDN15
18.215,70.22,-0.63356,PDN15
18.2167,70.229,-0.633723,PDN15
18.2183,70.237,-0.633874,PDN15
18.22,70.245,-0.633999,PDN15
18.2217,70.253,-0.634077,PDN15
18.2233,70.262,-0.634153,PDN15
18.225,70.27,-0.634207,PDN15
18.2267,70.279,-0.63426,PDN15
18.2283,70.287,-0.63431,PDN15
18.23,70.296,-0.63436,PDN15
18.2317,70.304,-0.634413,PDN15
18.2333,70.312,-0.634466,PDN15
18.235,70.321,-0.634521,PDN15
18.2367,70.33,-0.634579,PDN15
18.2383,70.338,-0.634634,PDN15
18.24,70.346,-0.634708,PDN15
18.2417,70.355,-0.634766,PDN15
18.2433,70.363,-0.63482,PDN15
18.245,70.37,-0.634873,PDN15
18.2467,70.379,-0.634924,PDN15
18.2483,70.388,-0.634974,PDN15
18.25,70.396,-0.635028,PDN15
18.2517,70.404,-0.635082,PDN15
18.2533,70.412,-0.635146,PDN15
18.255,70.42,-0.635225,PDN15
18.2567,70.429,-0.635327,PDN15
18.2583,70.437,-0.635467,PDN15
18.26,70.446,-0.635665,PDN15
18.2617,70.454,-0.635866,PDN15
18.2633,70.463,-0.636076,PDN15
18.265,70.47,-0.636278,PDN15
18.2667,70.478,-0.636402,PDN15
18.2683,70.487,-0.636515,PDN15
18.27,70.495,-0.636614,PDN15
18.2717,70.503,-0.636735,PDN15
18.2733,70.512,-0.636865,PDN15
18.275,70.521,-0.636921,PDN15
